hour,pressure_value
121:00:00,37.55838274
122:00:00,37.37833196
123:00:00,37.85573058
124:00:00,37.73208565
125:00:00,37.75139762
126:00:00,39.26701633
127:00:00,39.88740164
128:00:00,39.49631782
129:00:00,37.29797831
130:00:00,38.59708223
131:00:00,38.83289771
132:00:00,39.7394973
133:00:00,39.07397123
134:00:00,39.49419251
135:00:00,37.28646693
136:00:00,36.8708415
137:00:00,36.15737922
138:00:00,35.81597569
139:00:00,35.20789574
140:00:00,35.84023353
141:00:00,35.90326368
142:00:00,36.69957881
143:00:00,37.88959848
144:00:00,37.59070268
145:00:00,37.56509757
146:00:00,37.36890792
147:00:00,37.84106506
148:00:00,37.71696804
149:00:00,37.75975025
150:00:00,39.25600712
151:00:00,39.88903254
152:00:00,39.48822056
153:00:00,37.30600034
154:00:00,38.60425842
155:00:00,38.81962438
156:00:00,39.74660549
157:00:00,39.08755867
158:00:00,39.49267352
159:00:00,37.26828196
160:00:00,36.86996585
161:00:00,36.16909604
162:00:00,35.81135955
163:00:00,35.19943896
164:00:00,35.85148176
165:00:00,35.91969593
166:00:00,36.70435287
167:00:00,37.89382744
168:00:00,37.59239312
169:00:00,37.55987425
170:00:00,37.35984465
171:00:00,37.8488088
172:00:00,37.73433091
173:00:00,37.76180487
174:00:00,39.26710438
175:00:00,39.89451811
176:00:00,39.50709802
177:00:00,37.30890241
178:00:00,38.5785962
179:00:00,38.83668074
180:00:00,39.73522218
181:00:00,39.08370354
182:00:00,39.51834014
183:00:00,37.28722463
184:00:00,36.87397935
185:00:00,36.15164824
186:00:00,35.80903425
187:00:00,35.20096476
188:00:00,35.8239103
189:00:00,35.91992593
190:00:00,36.70097078
191:00:00,37.87108778
192:00:00,37.58903584
193:00:00,37.5591107
194:00:00,37.36281817
195:00:00,37.85972103
196:00:00,37.72456582
197:00:00,37.75332859
198:00:00,39.27977717
199:00:00,39.89036839
200:00:00,39.50715842
201:00:00,37.30896641
202:00:00,38.587436
203:00:00,38.82332728
204:00:00,39.73490432
205:00:00,39.08746132
206:00:00,39.49236748
207:00:00,37.26953366
208:00:00,36.86270091
209:00:00,36.17418935
210:00:00,35.80692938
211:00:00,35.20559446
212:00:00,35.85567322
213:00:00,35.90486266
214:00:00,36.7113832
215:00:00,37.89390506
216:00:00,37.60700209
217:00:00,37.55631083
218:00:00,37.37443135
219:00:00,37.85259116
220:00:00,37.72927428
221:00:00,37.76484205
222:00:00,39.25108467
223:00:00,39.89375835
224:00:00,39.49306854
225:00:00,37.31072405
226:00:00,38.58728314
227:00:00,38.80717742
228:00:00,39.73272033
229:00:00,39.08414579
230:00:00,39.49845362
231:00:00,37.2650702
232:00:00,36.85287291
233:00:00,36.15250954
234:00:00,35.79799204
235:00:00,35.19883851
236:00:00,35.8555577
237:00:00,35.91926604
238:00:00,36.70229679
239:00:00,37.8804324
240:00:00,37.60362944
241:00:00,37.56270294
242:00:00,37.38258877
243:00:00,37.83603156
244:00:00,37.73275155
245:00:00,37.7549456
246:00:00,39.23536878
247:00:00,39.88686234
248:00:00,39.49995367
249:00:00,37.29996013
250:00:00,38.57088326
251:00:00,38.80893785
252:00:00,39.74257522
253:00:00,39.07644345
254:00:00,39.49108474
255:00:00,37.26923058
256:00:00,36.87800054
257:00:00,36.1744159
258:00:00,35.81540559
259:00:00,35.19732527
260:00:00,35.8419158
261:00:00,35.90297312
262:00:00,36.71543625
263:00:00,37.9032305
264:00:00,37.59258715
265:00:00,37.55492163
266:00:00,37.3684091
267:00:00,37.8389927
268:00:00,37.74489207
269:00:00,37.7667843
270:00:00,39.26811399
271:00:00,39.88503587
272:00:00,39.49206038
273:00:00,37.33022949
274:00:00,38.59289218
275:00:00,38.82060258
276:00:00,39.73169544
277:00:00,39.07242193
278:00:00,39.51093206
279:00:00,37.28059631
280:00:00,36.86920854
281:00:00,36.15084813
282:00:00,35.81293947
283:00:00,35.20323464
284:00:00,35.8525292
285:00:00,35.91100582
286:00:00,36.70783293
287:00:00,37.87426986
288:00:00,37.60106441
289:00:00,37.5682475
290:00:00,37.36777483
291:00:00,37.83979307
292:00:00,37.73710782
293:00:00,37.75261435
294:00:00,39.25894265
295:00:00,39.87623804
296:00:00,39.50514952
297:00:00,37.29519981
298:00:00,38.59373071
299:00:00,38.81069534
300:00:00,39.73930335
301:00:00,39.08517397
302:00:00,39.48367158
303:00:00,37.26380401
304:00:00,36.87456804
305:00:00,36.14427883
306:00:00,35.8139923
307:00:00,35.21002783
308:00:00,35.86085175
309:00:00,35.90266743
310:00:00,36.70385504
311:00:00,37.90416965
312:00:00,37.59176693
313:00:00,37.5603233
314:00:00,37.36426943
315:00:00,37.85075628
316:00:00,37.72681029
317:00:00,37.75792844
318:00:00,39.24974029
319:00:00,39.90146354
320:00:00,39.49809516
321:00:00,37.32088
322:00:00,38.5884081
323:00:00,38.80799318
324:00:00,39.73267913
325:00:00,39.08489863
326:00:00,39.51305371
327:00:00,37.26895039
328:00:00,36.8671129
329:00:00,36.14503806
330:00:00,35.80848917
331:00:00,35.20208736
332:00:00,35.85402679
333:00:00,35.92435087
334:00:00,36.70090028
335:00:00,37.89488611
336:00:00,37.60789512
337:00:00,37.5459483
338:00:00,37.36936055
339:00:00,37.84644605
340:00:00,37.73336557
341:00:00,37.75262032
342:00:00,39.26691399
343:00:00,39.89757622
344:00:00,39.50801407
345:00:00,37.31267816
346:00:00,38.58942703
347:00:00,38.82162257
348:00:00,39.73190405
349:00:00,39.06438594
350:00:00,39.51353326
351:00:00,37.28058944
352:00:00,36.87317216
353:00:00,36.1699575
354:00:00,35.79516055
355:00:00,35.21162927
356:00:00,35.83642137
357:00:00,35.912938
358:00:00,36.71404098
359:00:00,37.88561863
360:00:00,37.60031143
361:00:00,37.57581956
362:00:00,37.37866611
363:00:00,37.83698045
364:00:00,37.72128309
365:00:00,37.76009926
366:00:00,39.25669966
367:00:00,39.90150696
368:00:00,39.50411835
369:00:00,37.33231104
370:00:00,38.58580753
371:00:00,38.82497423
372:00:00,39.7330892
373:00:00,39.08381695
374:00:00,39.509372
375:00:00,37.26801779
376:00:00,36.87727888
377:00:00,36.14440104
378:00:00,35.81356862
379:00:00,35.19876214
380:00:00,35.84986879
381:00:00,35.91650989
382:00:00,36.69104868
383:00:00,37.89096107
384:00:00,37.59053573
385:00:00,37.5632608
386:00:00,37.37377829
387:00:00,37.84838871
388:00:00,37.7252669
389:00:00,37.7630493
390:00:00,39.26563884
391:00:00,39.89201443
392:00:00,39.51546373
393:00:00,37.31933422
394:00:00,38.58109985
395:00:00,38.81828844
396:00:00,39.73918778
397:00:00,39.07298181
398:00:00,39.50589873
399:00:00,37.28071525
400:00:00,36.8679007
401:00:00,36.15027249
402:00:00,35.79774414
403:00:00,35.20889445
404:00:00,35.84600576
405:00:00,35.90523471
406:00:00,36.69615002
407:00:00,37.89521866
408:00:00,37.60015471
409:00:00,37.56955048
410:00:00,37.37668524
411:00:00,37.84578309
412:00:00,37.73649899
413:00:00,37.75508324
414:00:00,39.27103313
415:00:00,39.89649611
416:00:00,39.51448101
417:00:00,37.30854555
418:00:00,38.5776204
419:00:00,38.81571599
420:00:00,39.74953725
421:00:00,39.06903212
422:00:00,39.51478966
423:00:00,37.26337961
424:00:00,36.8617299
425:00:00,36.1499577
426:00:00,35.81065711
427:00:00,35.20551612
428:00:00,35.83755379
429:00:00,35.90967853
430:00:00,36.70458643
431:00:00,37.90737019
432:00:00,37.59663599
433:00:00,37.56751792
434:00:00,37.36677772
435:00:00,37.84574424
436:00:00,37.73757289
437:00:00,37.753427
438:00:00,39.25165325
439:00:00,39.88693242
440:00:00,39.51050305
441:00:00,37.31581419
442:00:00,38.56641817
443:00:00,38.8093821
444:00:00,39.72663823
445:00:00,39.08168252
446:00:00,39.49794918
447:00:00,37.27458305
448:00:00,36.86831921
449:00:00,36.1694334
450:00:00,35.81178635
451:00:00,35.21593614
452:00:00,35.84611442
453:00:00,35.91486482
454:00:00,36.70278426
455:00:00,37.88452437
456:00:00,37.59962658
457:00:00,37.55468043
458:00:00,37.37525312
459:00:00,37.83704207
460:00:00,37.72160869
461:00:00,37.77271224
462:00:00,39.27481555
463:00:00,39.89442773
464:00:00,39.51681921
465:00:00,37.3188422
466:00:00,38.5757626
467:00:00,38.82300956
468:00:00,39.74352867
469:00:00,39.07768416
470:00:00,39.49544978
471:00:00,37.26822032
472:00:00,36.86466467
473:00:00,36.16017743
474:00:00,35.81116907
475:00:00,35.19585747
476:00:00,35.83472827
477:00:00,35.90119682
478:00:00,36.70877959
479:00:00,37.86756753
480:00:00,37.59389216
481:00:00,37.56220964
482:00:00,37.38605127
483:00:00,37.84954432
484:00:00,37.70979403
485:00:00,37.76219125
486:00:00,39.24599293
487:00:00,39.89195906
488:00:00,39.51259482
489:00:00,37.31359544
490:00:00,38.58404256
491:00:00,38.82500708
492:00:00,39.73955909
493:00:00,39.07898924
494:00:00,39.49957553
495:00:00,37.28240824
496:00:00,36.87186386
497:00:00,36.15802409
498:00:00,35.81580375
499:00:00,35.20237524
500:00:00,35.85037977
501:00:00,35.89792468
502:00:00,36.69083437
503:00:00,37.90680346
504:00:00,37.58546001
505:00:00,37.56752687
506:00:00,37.38180843
507:00:00,37.86432409
508:00:00,37.73295986
509:00:00,37.74836018
510:00:00,39.26796952
511:00:00,39.88587788
512:00:00,39.49796387
513:00:00,37.31452497
514:00:00,38.5719416
515:00:00,38.81593242
516:00:00,39.73910458
517:00:00,39.07198901
518:00:00,39.49062993
519:00:00,37.28752924
520:00:00,36.85789169
521:00:00,36.16780654
522:00:00,35.81894093
523:00:00,35.2097108
524:00:00,35.86116012
525:00:00,35.90114572
526:00:00,36.69303042
527:00:00,37.88825904
528:00:00,37.58111331
529:00:00,37.56289113
530:00:00,37.36069424
531:00:00,37.84102865
532:00:00,37.74125382
533:00:00,37.75526238
534:00:00,39.26249064
535:00:00,39.88415681
536:00:00,39.48955167
537:00:00,37.30611008
538:00:00,38.59219928
539:00:00,38.8365616
540:00:00,39.73595018
541:00:00,39.06703426
542:00:00,39.50291315
543:00:00,37.27436419
544:00:00,36.8554724
545:00:00,36.16893375
546:00:00,35.80928645
547:00:00,35.21744312
548:00:00,35.8434353
549:00:00,35.92982572
550:00:00,36.69638069
551:00:00,37.88750691
552:00:00,37.59019451
553:00:00,37.57409205
554:00:00,37.3792057
555:00:00,37.82542637
556:00:00,37.73866644
557:00:00,37.77241644
558:00:00,39.27684204
559:00:00,39.88605246
560:00:00,39.5058981
561:00:00,37.31712923
562:00:00,38.58981007
563:00:00,38.82518025
564:00:00,39.73881737
565:00:00,39.08021826
566:00:00,39.4939508
567:00:00,37.25826654
568:00:00,36.86889725
569:00:00,36.15910203
570:00:00,35.8171478
571:00:00,35.19651699
572:00:00,35.84155181
573:00:00,35.91228416
574:00:00,36.70891846
575:00:00,37.89009244
576:00:00,37.59018472
577:00:00,37.57866743
578:00:00,37.36835356
579:00:00,37.85310574
580:00:00,37.73060415
581:00:00,37.7637055
582:00:00,39.25925628
583:00:00,39.90095366
584:00:00,39.50695877
585:00:00,37.32149765
586:00:00,38.59211712
587:00:00,38.82193624
588:00:00,39.7342151
589:00:00,39.08541488
590:00:00,39.50947548
591:00:00,37.27549544
592:00:00,36.85619889
593:00:00,36.16878865
594:00:00,35.81140488
595:00:00,35.19969892
596:00:00,35.84755288
597:00:00,35.93445837
598:00:00,36.71593467
599:00:00,37.88888713
600:00:00,37.6010988
601:00:00,37.55901203
602:00:00,37.36936201
603:00:00,37.84253578
604:00:00,37.73959632
605:00:00,37.75581692
606:00:00,39.25636426
607:00:00,39.88763436
608:00:00,39.5057431
609:00:00,37.31803418
610:00:00,38.59339106
611:00:00,38.81699326
612:00:00,39.72900942
613:00:00,39.07518888
614:00:00,39.49934533
615:00:00,37.28449164
616:00:00,36.87569658
617:00:00,36.17092057
618:00:00,35.8002447
619:00:00,35.18968244
620:00:00,35.84357059
621:00:00,35.91046933
622:00:00,36.70813595
623:00:00,37.89619059
624:00:00,37.61069717
625:00:00,37.57688551
626:00:00,37.37223809
627:00:00,37.83934875
628:00:00,37.74518864
629:00:00,37.75298864
630:00:00,39.26358566
631:00:00,39.89045973
632:00:00,39.49720963
633:00:00,37.30375499
634:00:00,38.58258156
635:00:00,38.82575746
636:00:00,39.74582656
637:00:00,39.08023615
638:00:00,39.49787856
639:00:00,37.26058966
640:00:00,36.87281287
641:00:00,36.1546188
642:00:00,35.82106503
643:00:00,35.20336663
644:00:00,35.84598664
645:00:00,35.91458024
646:00:00,36.70159689
647:00:00,37.88039453
648:00:00,37.58849695
649:00:00,37.55506307
650:00:00,37.36915627
651:00:00,37.84471776
652:00:00,37.73724848
653:00:00,37.76276987
654:00:00,39.27071655
655:00:00,39.8727168
656:00:00,39.50222373
657:00:00,37.31504884
658:00:00,38.59510831
659:00:00,38.81348206
660:00:00,39.74011856
661:00:00,39.06830263
662:00:00,39.49837172
663:00:00,37.2711633
664:00:00,36.87571516
665:00:00,36.15327107
666:00:00,35.81237567
667:00:00,35.1951195
668:00:00,35.83463298
669:00:00,35.90086557
670:00:00,36.69835578
671:00:00,37.90346463
